Production Date,Production Line,Equipment Efficiency,Quality Control Metric,Production Speed,Defects,Maintenance Hours,Worker Productivity
2023-06-22,Line A,0.8845999999999999,0.94,97 units/hour,7,2,0.8731
2023-07-14,Line B,0.9367,0.94,98 units/hour,8,4,0.7835
2023-11-08,Line A,0.9445999999999999,0.91,105 units/hour,2,5,0.759
2023-04-28,Line B,0.8782,0.9,100 units/hour,4,5,0.7655
2023-05-18,Line B,0.8641,0.9,96 units/hour,6,5,0.8188
2023-11-11,Line B,0.8806,0.85,111 units/hour,4,2,0.8911
2023-01-28,Line A,0.8886,0.92,90 units/hour,1,6,0.8775
2023-04-29,Line B,0.9286,0.91,107 units/hour,3,7,0.7681999999999999
2023-05-08,Line B,0.8881999999999999,0.85,114 units/hour,1,5,0.8098000000000001
2023-04-02,Line A,0.8622,0.94,106 units/hour,1,3,0.7542
2023-12-01,Line A,0.9427,0.9,117 units/hour,8,5,0.7509
2023-10-24,Line B,0.8844,0.86,115 units/hour,0,7,0.8922
2023-04-22,Line B,0.8687,0.94,92 units/hour,4,7,0.8261
2023-07-25,Line A,0.9456,0.88,113 units/hour,6,7,0.7502
2023-11-13,Line B,0.8794,0.93,104 units/hour,4,6,0.8894
2023-06-01,Line A,0.8734000000000001,0.92,93 units/hour,7,5,0.8286
2023-06-23,Line A,0.8642,0.92,110 units/hour,5,5,0.8478
2023-02-09,Line A,0.9481,0.88,108 units/hour,1,6,0.7707999999999999
2023-09-08,Line B,0.8946,0.9,100 units/hour,3,2,0.7545000000000001
2023-12-13,Line B,0.9276000000000001,0.94,117 units/hour,2,5,0.8937
2023-11-23,Line B,0.9498000000000001,0.91,105 units/hour,1,7,0.8348
2023-04-06,Line B,0.8622,0.88,99 units/hour,4,8,0.8220999999999999
2023-01-07,Line B,0.8501000000000001,0.87,93 units/hour,2,6,0.8751000000000001
2023-01-30,Line A,0.8898999999999999,0.88,99 units/hour,8,2,0.8951
2023-01-18,Line B,0.9047,0.86,91 units/hour,6,2,0.882
2023-08-12,Line A,0.8588,0.94,101 units/hour,0,8,0.8399
2023-07-26,Line A,0.8581,0.86,101 units/hour,3,8,0.7894
2023-11-17,Line B,0.9262999999999999,0.9,99 units/hour,3,5,0.8445
2023-11-02,Line B,0.8654000000000001,0.9,93 units/hour,8,8,0.7818
2023-12-15,Line B,0.9331999999999999,0.86,109 units/hour,3,4,0.7805
2023-12-11,Line A,0.8509,0.95,108 units/hour,8,2,0.8408
2023-10-29,Line B,0.9490000000000001,0.86,115 units/hour,1,5,0.815
2023-12-01,Line A,0.8991,0.92,105 units/hour,6,8,0.8508
2023-08-28,Line B,0.8993000000000001,0.87,101 units/hour,6,3,0.8778
2023-11-08,Line A,0.8903,0.85,114 units/hour,6,8,0.7970999999999999
2023-02-28,Line B,0.8762000000000001,0.88,101 units/hour,3,5,0.895
2023-03-02,Line B,0.9464,0.94,107 units/hour,3,8,0.8889
2023-01-11,Line A,0.8928,0.94,92 units/hour,2,3,0.7720999999999999
2023-06-30,Line A,0.8974,0.93,93 units/hour,4,3,0.7759
2023-04-21,Line B,0.8558,0.94,91 units/hour,6,8,0.8148000000000001
2023-02-04,Line B,0.9003,0.87,104 units/hour,6,3,0.8059999999999999
2023-02-21,Line A,0.8987,0.85,101 units/hour,8,3,0.7962
2023-06-11,Line A,0.9429000000000001,0.95,92 units/hour,5,8,0.8912
2023-01-12,Line A,0.9440000000000001,0.94,108 units/hour,1,6,0.8634999999999999
2023-12-22,Line A,0.8834000000000001,0.89,107 units/hour,6,2,0.8334
2023-11-17,Line A,0.9073,0.93,96 units/hour,1,8,0.8645999999999999
2023-05-09,Line B,0.9037999999999999,0.89,110 units/hour,4,6,0.8099
2023-05-28,Line A,0.9443,0.87,97 units/hour,0,7,0.762
2023-03-24,Line A,0.9047,0.92,105 units/hour,0,7,0.7598999999999999
2023-03-11,Line A,0.856,0.94,117 units/hour,0,2,0.7784
2023-08-15,Line B,0.8538,0.87,99 units/hour,8,7,0.8592
2023-10-19,Line B,0.9104000000000001,0.91,117 units/hour,1,4,0.8186
2023-02-19,Line A,0.8864,0.89,99 units/hour,2,6,0.8321999999999999
2023-02-23,Line A,0.8864,0.9,118 units/hour,8,3,0.8736
2023-10-27,Line B,0.9431,0.9,120 units/hour,0,4,0.7847
2023-07-21,Line A,0.9462,0.9,120 units/hour,3,4,0.7918000000000001
2023-03-03,Line B,0.8741,0.92,94 units/hour,2,4,0.8419
2023-11-25,Line B,0.8965000000000001,0.95,117 units/hour,6,8,0.8271
2023-04-06,Line B,0.8668,0.87,102 units/hour,5,2,0.7582
2023-07-06,Line A,0.8551000000000001,0.89,119 units/hour,4,3,0.7659999999999999
2023-07-22,Line A,0.9102,0.92,117 units/hour,3,6,0.8756
2023-04-27,Line A,0.8744,0.85,117 units/hour,0,2,0.825
2023-12-20,Line B,0.8695,0.93,108 units/hour,7,6,0.8066
2023-06-09,Line B,0.8504999999999999,0.87,116 units/hour,8,3,0.8564
2023-06-26,Line A,0.9076000000000001,0.88,91 units/hour,5,5,0.8064
2023-09-24,Line B,0.9197,0.9,92 units/hour,4,2,0.8745999999999999
2023-10-24,Line B,0.9041,0.95,94 units/hour,5,4,0.8665
2023-09-19,Line A,0.9248999999999999,0.92,103 units/hour,3,6,0.7695000000000001
2023-03-27,Line B,0.9451999999999999,0.92,108 units/hour,8,6,0.8992
2023-05-12,Line B,0.8998999999999999,0.94,116 units/hour,6,5,0.8558
2023-09-23,Line A,0.8541,0.93,103 units/hour,4,5,0.7595000000000001
2023-09-05,Line A,0.8656999999999999,0.88,91 units/hour,2,6,0.8534999999999999
2023-10-20,Line B,0.8543000000000001,0.93,112 units/hour,2,5,0.79
2023-12-16,Line A,0.905,0.9,94 units/hour,8,7,0.8831
2023-06-26,Line A,0.9079999999999999,0.95,117 units/hour,3,4,0.8752
2023-01-21,Line B,0.8779,0.86,111 units/hour,7,8,0.8976999999999999
2023-10-26,Line B,0.9014,0.92,108 units/hour,1,4,0.8603000000000001
2023-03-16,Line B,0.8640000000000001,0.95,99 units/hour,7,6,0.8423
2023-06-09,Line A,0.9273,0.88,119 units/hour,4,6,0.8782
2023-07-03,Line A,0.8794,0.94,107 units/hour,8,4,0.8087000000000001
2023-02-24,Line A,0.9034,0.86,109 units/hour,4,3,0.8678
2023-08-09,Line A,0.934,0.87,94 units/hour,2,8,0.8906999999999999
2023-10-05,Line B,0.9415,0.9,96 units/hour,6,8,0.877
2023-01-04,Line A,0.9405,0.88,105 units/hour,8,2,0.8789
2023-01-12,Line A,0.9197,0.93,96 units/hour,3,3,0.7644
2023-01-05,Line B,0.9164,0.86,90 units/hour,7,7,0.8454
2023-10-24,Line B,0.929,0.95,90 units/hour,7,2,0.8765000000000001
2023-06-15,Line B,0.8785,0.86,101 units/hour,8,5,0.8223
2023-03-29,Line A,0.9223,0.91,111 units/hour,0,2,0.7883
2023-11-08,Line B,0.8965000000000001,0.92,116 units/hour,6,8,0.8869
2023-06-13,Line B,0.9443,0.92,101 units/hour,1,2,0.8212999999999999
2023-11-21,Line B,0.9095,0.93,104 units/hour,5,7,0.8456999999999999
2023-09-05,Line A,0.9409000000000001,0.89,114 units/hour,3,8,0.8267
2023-10-11,Line B,0.8803,0.9,101 units/hour,3,7,0.7620999999999999
2023-10-22,Line B,0.9290999999999999,0.92,112 units/hour,1,6,0.8103
2023-09-20,Line A,0.8771,0.89,100 units/hour,7,5,0.7854000000000001
2023-09-23,Line A,0.9445999999999999,0.85,120 units/hour,0,7,0.8521
2023-07-27,Line A,0.9227,0.87,103 units/hour,7,3,0.809
2023-07-29,Line B,0.9342,0.89,117 units/hour,5,4,0.7525
2023-03-07,Line A,0.8556999999999999,0.89,91 units/hour,7,2,0.8371
2023-01-14,Line A,0.95,0.91,120 units/hour,5,5,0.8439
2023-08-15,Line A,0.9351999999999999,0.87,101 units/hour,3,6,0.7977
2023-03-27,Line A,0.8736,0.94,115 units/hour,2,7,0.8016
2023-02-04,Line A,0.9248000000000001,0.91,104 units/hour,3,6,0.7804000000000001
2023-10-19,Line A,0.9186,0.88,108 units/hour,2,7,0.7526999999999999
2023-06-25,Line A,0.8658,0.87,99 units/hour,4,4,0.7587999999999999
2023-01-06,Line B,0.9268000000000001,0.89,119 units/hour,7,5,0.7707999999999999
2023-06-03,Line B,0.9240999999999999,0.94,107 units/hour,2,4,0.7908
2023-05-03,Line A,0.9306,0.9,117 units/hour,3,7,0.8690000000000001
2023-05-01,Line A,0.884,0.89,102 units/hour,8,7,0.8353
2023-12-27,Line B,0.9353,0.93,118 units/hour,7,4,0.7701
2023-09-13,Line A,0.9277,0.93,107 units/hour,7,7,0.7515000000000001
2023-10-29,Line A,0.8713,0.92,102 units/hour,4,6,0.8758
2023-09-09,Line B,0.8617,0.94,91 units/hour,2,5,0.7559999999999999
2023-01-11,Line B,0.925,0.95,92 units/hour,3,7,0.7876000000000001
2023-09-26,Line B,0.8515,0.92,95 units/hour,3,8,0.8189
2023-08-30,Line A,0.9029,0.87,117 units/hour,0,6,0.7625
2023-02-07,Line B,0.8563,0.95,99 units/hour,0,2,0.7728
2023-01-19,Line B,0.8920999999999999,0.86,102 units/hour,1,7,0.7522
2023-08-06,Line B,0.8678,0.88,119 units/hour,8,6,0.804
2023-03-10,Line B,0.9155,0.88,93 units/hour,5,7,0.8695999999999999
2023-11-15,Line B,0.9158,0.94,116 units/hour,0,3,0.8569
2023-06-15,Line B,0.8612000000000001,0.89,95 units/hour,6,5,0.8305
2023-04-02,Line A,0.9048999999999999,0.94,120 units/hour,4,8,0.8118000000000001
2023-04-29,Line B,0.8528,0.91,98 units/hour,3,3,0.8601000000000001
2023-08-13,Line B,0.8763,0.9,90 units/hour,0,7,0.7898000000000001
2023-09-22,Line B,0.8575,0.88,115 units/hour,3,5,0.8001
2023-12-29,Line A,0.8717,0.85,91 units/hour,4,8,0.8803
2023-05-21,Line B,0.9343,0.89,90 units/hour,6,2,0.8058
2023-11-24,Line A,0.8898,0.89,101 units/hour,5,2,0.8329000000000001
2023-06-20,Line A,0.9117000000000001,0.9,110 units/hour,4,5,0.7753
2023-09-16,Line A,0.9152,0.87,107 units/hour,2,5,0.8019
2023-08-09,Line B,0.86,0.86,93 units/hour,2,6,0.855
2023-12-05,Line A,0.9226000000000001,0.92,90 units/hour,0,5,0.7994
2023-04-21,Line B,0.9009,0.91,103 units/hour,7,3,0.872
2023-01-08,Line A,0.948,0.88,98 units/hour,6,6,0.76
2023-09-15,Line B,0.883,0.93,120 units/hour,1,5,0.7837999999999999
2023-06-13,Line A,0.8714,0.94,106 units/hour,1,2,0.865
2023-09-08,Line A,0.8543000000000001,0.89,93 units/hour,1,6,0.7561
2023-11-22,Line A,0.8791,0.89,96 units/hour,8,5,0.8148000000000001
2023-04-29,Line B,0.8896,0.93,105 units/hour,8,5,0.8656
2023-09-24,Line A,0.9157,0.87,117 units/hour,7,7,0.8239
2023-06-03,Line A,0.8726999999999999,0.92,108 units/hour,0,6,0.8565999999999999
2023-03-15,Line A,0.8937999999999999,0.93,114 units/hour,6,6,0.8125
2023-08-08,Line A,0.8851,0.92,106 units/hour,1,8,0.8382
2023-07-26,Line B,0.9118999999999999,0.93,115 units/hour,6,8,0.8443999999999999
2023-09-02,Line B,0.9047,0.91,95 units/hour,4,3,0.7985
2023-06-19,Line A,0.8597,0.91,108 units/hour,5,5,0.8173
2023-05-02,Line B,0.85,0.91,90 units/hour,4,5,0.8975
2023-05-18,Line B,0.9292,0.94,117 units/hour,4,4,0.765
2023-07-27,Line A,0.8511,0.88,101 units/hour,1,5,0.8708
2023-06-10,Line A,0.879,0.88,119 units/hour,8,2,0.7951999999999999
2023-07-02,Line B,0.8641,0.93,109 units/hour,4,3,0.7533
2023-04-24,Line B,0.9275,0.93,97 units/hour,6,5,0.8983
2023-08-15,Line A,0.9,0.91,105 units/hour,2,3,0.8703
2023-12-10,Line A,0.8784000000000001,0.87,115 units/hour,4,5,0.8059000000000001
2023-07-07,Line A,0.8578,0.93,93 units/hour,5,3,0.7853
2023-09-25,Line A,0.9373,0.89,119 units/hour,7,7,0.8837
2023-11-07,Line A,0.9395,0.86,116 units/hour,1,8,0.8619
2023-02-11,Line A,0.8514,0.86,116 units/hour,4,5,0.7661
2023-03-18,Line A,0.8898999999999999,0.91,91 units/hour,5,3,0.8465
2023-02-01,Line A,0.9159999999999999,0.9,117 units/hour,8,4,0.8547
2023-02-27,Line A,0.8909999999999999,0.91,113 units/hour,1,4,0.8867
2023-03-12,Line A,0.9074,0.93,105 units/hour,2,4,0.8398
2023-07-16,Line A,0.8536,0.87,105 units/hour,2,4,0.7903
2023-10-02,Line B,0.9301999999999999,0.93,98 units/hour,1,8,0.7848
2023-12-17,Line A,0.8962,0.92,108 units/hour,4,5,0.8012999999999999
2023-06-17,Line A,0.8968,0.93,97 units/hour,6,3,0.7751
2023-10-31,Line A,0.8867,0.95,99 units/hour,1,3,0.7967
2023-12-29,Line A,0.8901,0.93,119 units/hour,8,8,0.8337
2023-10-21,Line B,0.9312999999999999,0.87,104 units/hour,0,6,0.8054000000000001
2023-10-15,Line A,0.8771,0.91,98 units/hour,1,8,0.8126000000000001
2023-04-24,Line A,0.8941,0.9,116 units/hour,0,2,0.899
2023-08-07,Line B,0.9355,0.91,91 units/hour,6,8,0.8534999999999999
2023-01-26,Line A,0.8625,0.91,118 units/hour,8,4,0.8125
2023-07-29,Line A,0.9177,0.93,110 units/hour,5,3,0.8576
2023-01-28,Line A,0.8782,0.92,117 units/hour,6,5,0.884
2023-01-11,Line A,0.882,0.87,120 units/hour,4,4,0.8797
2023-02-04,Line A,0.9355,0.9,103 units/hour,6,8,0.8255
2023-08-29,Line B,0.8663,0.86,111 units/hour,2,6,0.8015000000000001
2023-02-04,Line A,0.9186,0.92,94 units/hour,5,2,0.8926000000000001
2023-09-29,Line B,0.93,0.93,99 units/hour,2,2,0.7863
2023-03-11,Line B,0.8715999999999999,0.88,102 units/hour,6,7,0.7570999999999999
2023-05-07,Line A,0.8848999999999999,0.9,103 units/hour,6,2,0.8537
2023-08-05,Line B,0.8536,0.85,111 units/hour,3,6,0.8192
2023-10-23,Line A,0.9415,0.87,119 units/hour,0,2,0.8715
